lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n03234.sg01.s99.u07	Proverb.	sat prata biberunt.	 Sat prata biberunt . 	 Já basta , acabemos 	
usageExample:n03236.sg01.s99.u01	Plin.	bibula carta	 Bibula carta 	 Papel passento 	
usageExample:n03237.sg01.s99.u01	Varr.	ciuitas biceps	 Civitas biceps 	 Cidade dividida em duas parcialidades 	
usageExample:n03243.sg01.s99.u01	Virg.	bicornis rhenus	 Bicornis Rhenus 	 O Rheno , que se divide em dous braços 	
usageExample:n03258.sg01.s99.u01	Virg.	biforis cantus	 Biforis cantus 	 Som da frauta desigual , de dous modos 	
usageExample:n03271.sg01.s99.u01	Virg.	biiugum certamen	 Bijugum certamen 	 Combate , em que usavão de coches de dous cavallos 	
usageExample:n03276.sg01.s99.u01	Plaut.	atra bilis	 Atra bilis 	 Melancolia 	
usageExample:n03276.sg01.s99.u02	Hor.	bilis spendida	 Bilis spendida 	 Colera , que faz dizer com liberdade tudo o que se tem no coração . 	
usageExample:n03276.sg01.s99.u03	Hor.	bilis libera	 Bilis libera 	 Colera , que faz dizer com liberdade tudo o que se tem no coração 	
usageExample:n03276.sg01.s99.u04	Hor.	bilem alicui mouere	 Bilem alicui movere 	 Fazer encher alguem de ira , fazello encolerizar 	
usageExample:n03277.sg01.s99.u01	Virg.	bilix lorica	 Bilix lorica 	 Cota de armas de malha dobrada 	
usageExample:n03290.sg01.s99.u01	Plaut.	bini boues	 Bini boves 	 Junta de bois 	
usageExample:n03290.sg01.s99.u02	Cic.	binae literae	 Binae literae 	 Duas cartas , e não duae , cousa , de que Cicero reprehendia seu filho 	
usageExample:n03310.sg01.s99.u01	Ter.	bis stulte facere	 Bis stulte facere 	 Fazer duas loucuras 	
usageExample:n03310.sg01.s99.u02	Plin.	bis die	 Bis die 	 Duas vezes por dia 	
usageExample:n03310.sg01.s99.u03	Plin.	bis anno	 Bis anno 	 duas vezes cada anno 	
usageExample:n03328.sg01.s99.u01	Varr.	biuium dare ad aliquid	 Bivium dare ad aliquid 	 Dar dous meios , duas vias para fazer alguma cousa 	
usageExample:n03375.sg01.s99.u01	Plaut.	tangere aliquem bolo	 Tangere aliquem bolo 	 Enganar , causar prejuizo a alguem 	
usageExample:n03390.sg01.s99.u01	Hor.	bona pars hominum	 Bona pars hominum 	 Grande parte dos homens 	
usageExample:n03390.sg01.s99.u02	Cic.	bona tua uenia	 Bona tua venia 	 Com tua permissão 	
usageExample:n03455.sg01.s99.u01	Hor.	bruta tellus	 Bruta tellus 	 Terra pezada 	
usageExample:n03455.sg01.s99.u02	Ad Her.	bruta fortuna	 Bruta fortuna 	 Fortuna cega , sem discernimento 	
usageExample:n03477.sg01.s99.u01	Hor.	inflare ambas buccas alicui	 Inflare ambas buccas alicui 	 Agastar - se fortemente contra alguem 	
usageExample:n03480.sg01.s99.u01	Prop.	quarta buccina	 Quarta buccina 	 Na quarta vigia da noite 	Os sinaes das vigias davão-se nos arraiaes com trombetas.
usageExample:n03481.sg01.s99.u01	Cic.	buccinator existimationis alicuius	 Buccinator existimationis alicujus 	 Pregoeiro da reputação de outro , o que faz valer os talentos de alguem 	
usageExample:n03494.sg01.s99.u01	Ovid.	bucolici modi	 Bucolici modi 	 Canções pastoris 	
usageExample:n03511.sg01.s99.u01	Juv.	bulla dignus	 Bulla dignus 	 O que faz acções puerís 	
usageExample:n03583.sg01.s99.u01	Cic.	cadere animis	 Cadere animis 	 Esmorecer , desanimar - se 	
usageExample:n03583.sg01.s99.u02	Cic.	cadere in suspicionem	 Cadere in suspicionem 	 Incorrer em suspeita 	
usageExample:n03583.sg01.s99.u03	Cic.	cadere causa	 Cadere causa 	 Perder a demanda 	
usageExample:n03583.sg01.s99.u04	Cic.	cadere apte in rem	 Cadere apte in rem 	 Vir a proposito 	
usageExample:n03583.sg01.s99.u05	Virg.	quo res cunque cadent	 Quo res cunque cadent 	 De qualquer modo que as cousas succederem 	
usageExample:n03589.sg01.s99.u01	Virg.	caducus iuuenis	 Caducus juvenis 	 Mancebo , que está para morrer 	
usageExample:n03589.sg01.s99.u02	Virg.	caducus bello	 Caducus bello 	 Morto na guerra 	
usageExample:n03589.sg01.s99.u03	Cic.	caducae haereditates	 Caducae haereditates 	 Heranças , que passão ao fisco , ou a substituto por falta de herdeiros 	
usageExample:n03601.sg01.s99.u01	Plaut.	caeca die emere, uendere oculata	 Caeca die emere , vendere oculata 	 Comprar fiado , e vender com dinheiro á vista 	
usageExample:n03604.sg01.s99.u01	Ter.	caedere sermones	 Caedere sermones 	 Conversar , fallar alternadamente 	
usageExample:n03604.sg01.s99.u02	Cic.	caedi testibus	 Caedi testibus 	 Ser convencido com grande numero de testemunhas 	
usageExample:n03623.sg01.s99.u01	Plin.	caelum capitis	 Caelum capitis 	 Craneo , ou casco da cabeça 	
usageExample:n03623.sg01.s99.u02	Cic.	de caelo ictus	 De caelo ictus 	 Ferido do raio . 	
usageExample:n03623.sg01.s99.u03	Cic.	de caelo tactus	 De caelo tactus 	 Ferido do raio 	
usageExample:n03641.sg01.s99.u01	Ovid.	caesaries barbae	 Caesaries barbae 	 Barba muito crescida 	
usageExample:n03692.sg01.s99.u01	Suet.	calceare mulas	 Calceare mulas 	 Ferrar as mulas 	
usageExample:n03695.sg01.s99.u01	Cic.	mutare calceos	 Mutare calceos 	 Mudar de estado 	Os Romanos trazião çapatos, que distinguião as condições.
usageExample:n03707.sg01.s99.u01	Cels.	caldarium balneum	 Caldarium balneum 	 Banho de agoa quente , caldas . 	
usageExample:n03707.sg01.s99.u02	Plin. Jun.	caldaria cella	 Caldaria cella 	 Banho de agoa quente , caldas 	
usageExample:n03715.sg01.s99.u01	Ovid.	causa meliore calere	 Causa meliore calere 	 Agastar - se com motivos mais justificados 	
usageExample:n03715.sg01.s99.u02	Cic.	iudicia calent	 Judicia calent 	 Administrar - se a justiça com grande fervor 	
usageExample:n03808.sg01.s99.u01	Plaut.	dicere campas	 Dicere campas 	 Dizer cousas futeis 	
usageExample:n03891.sg01.s99.u01	Plin.	cantherinum lapathum	 Cantherinum lapathum 	 Labaça , herva 	
usageExample:n03926.sg01.s99.u01	Plin.	capillus ueneris	 Capillus veneris 	 Avenca , herva 	
usageExample:n03934.sg01.s99.u01	Ovid.	capitale ingenium	 Capitale ingenium 	 Engenho muito subtil 	
usageExample:n03998.sg01.s99.u01	Cic.	capitis diminutio	 Capitis diminutio 	 Mudança de estado para peior 	
usageExample:n03998.sg01.s99.u02	Hor.	capitis minor	 Capitis minor 	 Degradado , privado do privilegio de Cidadão 	
usageExample:n03998.sg01.s99.u03	Sall.	capite censi	 Capite censi 	 Os que não tendo bens de raiz , se lhes lançavão os tributos só por cabeça 	
usageExample:n03998.sg01.s99.u04	Cic.	capita exigere	 Capita exigere 	 Cobrar os tributos do cabeção , ou capitação 	
usageExample:n04032.sg01.s99.u01	Virg.	cardo rerum	 Cardo rerum 	 Conjunctura opportuna das cousas 	
usageExample:n04032.sg01.s99.u02	Plin.	cardo lunae	 Cardo Lunae 	 Centro da Lua 	
usageExample:n04032.sg01.s99.u03	Quinct.	cardo causae	 Cardo causae 	 Ponto essencial da demanda 	
usageExample:n04150.sg01.s99.u01	Col.	castrare aluearia	 Castrare alvearia 	 Crestar as colmeas 	
usageExample:n04189.sg01.s99.u01	Hor.	catelle	 Catelle 	 Voz de quem affaga huma criança 	
usageExample:n04236.sg01.s99.u01	Cic.	cauere alicui	 Cavere alicui 	 Cuidar em que não succeda mal a alguem 	
usageExample:n04250.sg01.s99.u01	Plin.	caulis pennarum	 Caulis pennarum 	 Parte das pennas , que sahem fóra da carne 	
usageExample:n04250.sg01.s99.u02	Plin.	caulis caudae	 Caulis caudae 	 Aste da cauda dos brutos 	
usageExample:n04286.sg01.s99.u01	Virg.	terra caua aliquem condere	 Terra cava aliquem condere 	 Sepultar alguem 	
usageExample:n04291.sg01.s99.u01	Plaut.	cedo aquam manibus	 Cedo aquam manibus 	 Dá - me agoa para lavar as mãos 	
usageExample:n04338.sg01.s99.u01	Plaut.	celocem onustam agere	 Celocem onustam agere 	 Vir bebado 	
usageExample:n04441.sg01.s99.u01	Virg.	cerea pruna	 Cerea pruna 	 Ameixas côr de cera , ou brandas 	
usageExample:n04470.sg01.s99.u01	Hor.	certamina diuitiarum	 Certamina divitiarum 	 Fadigas , desvelos por ajuntar riquezas 	
usageExample:n04737.sg01.s99.u01	Cic.	cincinni oratoris	 Cincinni oratoris 	 Ornatos excessivos , affectados do Orador 	
usageExample:n04742.sg01.s99.u01	Liv.	cinctus gabinus	 Cinctus Gabinus 	 Modo de traçar a toga , de sorte que ficavão expeditos para a peleja 	
usageExample:n04752.sg01.s99.u01	Ovid.	cingere aliquem	 Cingere aliquem 	 Acompanhar , fazer cortejo a alguem 	
usageExample:n05037.sg01.s99.u01	Cic.	citro ultroque	 Citro ultroque 	 D ’ aquem , e d ’ alem , de todas as partes 	
usageExample:n05168.sg01.s99.u01	Ovid.	clypeus solis	 Clypeus Solis 	 Redondeza do Sol 	
usageExample:n05186.sg01.s99.u01	Ascon. Ped.	coactio causae in breue	 Coactio causae in breve 	 Summario da causa 	
usageExample:n05329.sg01.s99.u01	Liv.	cogere in ordinem	 Cogere in ordinem 	 Constranger alguem a não poder usar da sua autoridade , ou direito 	
usageExample:n05399.sg01.s99.u01	Plin.	collectio humorum	 Collectio humorum 	 Apostema 	
usageExample:n05435.sg01.s99.u01	Cic.	collocare pecuniam	 Collocare pecuniam 	 Dar dinheiro a juro 	
usageExample:n05446.sg01.s99.u01	Phaedr.	collum lagenae	 Collum lagenae 	 Gargalo do frasco 	
usageExample:n05492.sg01.s99.u01	Plaut.	colubrinum ingenium	 Colubrinum ingenium 	 Engenho astuto 	
usageExample:n05559.sg01.s99.u01	Plin.	comitialis morbus	 Comitialis morbus 	 Epilepsia , ou gota coral . 	
usageExample:n05559.sg01.s99.u02	Sen.	comitiale uitium	 Comitiale vitium 	 Epilepsia , ou gota coral 	Os Romanos deixavão as suas Cortes, se algum dos que alli estavão cahia em epilepsia.
usageExample:n05636.sg01.s99.u01	Cic.	commissio ludorum	 Commissio ludorum 	 Principio dos jogos 	
usageExample:n05639.sg01.s99.u01	Cic.	haereditas comissa	 Haereditas comissa 	 Herança , que passou a segundo herdeiro por culpa do primeiro 	
usageExample:n05641.sg01.s99.u01	Ter.	committere gnatam suam uxorem alicui	 Committere gnatam suam uxorem alicui 	 Casar a sua filha com alguem 	
usageExample:n05641.sg01.s99.u02	Cic.	committere se periculo	 Committere se periculo 	 Expôr - se a perigo , arriscar - se . 	
usageExample:n05641.sg01.s99.u03	Liv.	committere se in discrimen	 Committere se in discrimen 	 Expôr - se a perigo , arriscar - se 	
usageExample:n05641.sg01.s99.u04	Caes.	committere se uentis	 Committere se ventis 	 Navegar . 	
usageExample:n05641.sg01.s99.u05	Cic.	committere se fluctibus	 Committere se fluctibus 	 Navegar . 	
usageExample:n05641.sg01.s99.u06	Cic.	committere se nauigationi	 Committere se navigationi 	 Navegar 	
usageExample:n05647.sg01.s99.u01	Cic.	minus commode audire	 Minus commode audire 	 Ter má fama 	
usageExample:n05648.sg01.s99.u01	Suet.	commoditas membrorum	 Commoditas membrorum 	 Symetria , boa organização dos membros 	
usageExample:n05651.sg01.s99.u01	Cic.	publice commodare	 Publice commodare 	 Ser util á Republica 	
usageExample:n05651.sg01.s99.u02	Hor.	commodare patientem aurem culturae	 Commodare patientem aurem culturae 	 Ser docil ás instrucções 	
usageExample:n05656.sg01.s99.u01	Cic.	quod commodo tuo fiat	 Quod commodo tuo fiat 	 O que se faça sem detrimento teu 	
usageExample:n05657.sg01.s99.u01	Cic.	commoda ualetudo	 Commoda valetudo 	 Perfeita saude 	
usageExample:n05657.sg01.s99.u02	Hor.	sibi uni commodus	 Sibi uni commodus 	 O que só he bom para si , o que meramente cuida nos seus interesses 	
usageExample:n05681.sg01.s99.u01	Cic.	commouere sui expectationem alteri	 Commovere sui expectationem alteri 	 Fazer - se desejar de alguem 	
usageExample:n05681.sg01.s99.u02	Cic.	commouere se contra rempublicam	 Commovere se contra Rempublicam 	 Rebelar - se contra a Republica 	
usageExample:n05690.sg01.s99.u01	Cic.	communio sanguinis	 Communio sanguinis 	 Parentesco 	
usageExample:n05690.sg01.s99.u02	Cic.	in communionem bona conferre	 In communionem bona conferre 	 Fazer - se os bens communs 	
usageExample:n05691.sg01.s99.u01	Cic.	communis belli mars	 Communis belli mars 	 Vitoria tanto de huma , como de outra parte 	
usageExample:n05691.sg01.s99.u02	Hor.	communi sensu carere	 Communi sensu carere 	 Ser tolo 	
usageExample:n05700.sg01.s99.u01	Cic.	commutabile exordium	 Commutabile exordium 	 Exordio , que póde servir para mais de hum discurso 	
usageExample:n05727.sg01.s99.u01	Quinct.	comparatiuum nomen	 Comparativum nomen 	 Nome comparativo 	
usageExample:n05733.sg01.s99.u01	Cic.	comparare se ad iter	 Comparare se ad iter 	 Dispôr - se para fazer jornada 	
usageExample:n05733.sg01.s99.u02	Plaut.	comparare uultum ex uultu alterius	 Comparare vultum ex vultu alterius 	 Compôr o seu semblante pelo de outro 	
usageExample:n05733.sg01.s99.u03	Liv.	comparare sibi domicilium	 Comparare sibi domicilium 	 Prover - se de hum quarto para morar 	
usageExample:n05747.sg01.s99.u01	Plin.	compellere aliquem ad laqueum	 Compellere aliquem ad laqueum 	 Obrigar alguem a que se enforque 	
usageExample:n05747.sg01.s99.u02	Liv.	compellere in metum	 Compellere in metum 	 Amedrontar alguem 	
usageExample:n05747.sg01.s99.u03	Cels.	compellere ossa in suam sedem	 Compellere ossa in suam sedem 	 Concertar os ossos deslocados , tornallos ao seu lugar 	
usageExample:n05767.sg01.s99.u01	Stat.	exsoluta compede	 Exsoluta compede 	 Livre de todos os cuidados , sem nenhum embaraço 	
usageExample:n05773.sg01.s99.u01	Cic.	competitrix scena	 Competitrix scena 	 Representação do theatro para ganhar os votos do povo para os magistrados 	
usageExample:n05777.sg01.s99.u01	Col.	compingere solum axibus	 Compingere solum axibus 	 Soalhar de taboas 	
usageExample:n05777.sg01.s99.u02	Plaut.	compingere in oculos	 Compingere in oculos 	 Guardar cuidadosamente bem como os olhos , ou ( segundo Gronovio ) em lugar , onde ninguem o busque 	
usageExample:n05783.sg01.s99.u01	Pers.	ramosa compita	 Ramosa compita 	 Encruzilhadas , donde sahem muitas ruas 	
usageExample:n05784.sg01.s99.u01	Ter.	postquam me amare dixi, complacita est tibi	 Postquam me amare dixi , complacita est tibi 	 Ella te agradou desde que eu disse que a amava 	
usageExample:n05790.sg01.s99.u01	Cic.	complecti aliquem amicitia	 Complecti aliquem amicitia 	 Amar alguem . 	
usageExample:n05790.sg01.s99.u02	Cic.	complecti aliquem beneuolentia	 Complecti aliquem benevolentia 	 Amar alguem . 	
usageExample:n05790.sg01.s99.u03	Cic.	complecti aliquem caritate	 Complecti aliquem caritate 	 Amar alguem 	
usageExample:n05790.sg01.s99.u04	Cic.	complecti aliquid animo	 Complecti aliquid animo 	 Comprehender alguma cousa . 	
usageExample:n05790.sg01.s99.u05	Cic.	complecti aliquid mente	 Complecti aliquid mente 	 Comprehender alguma cousa . 	
usageExample:n05790.sg01.s99.u06	Cic.	complecti aliquid cogitatione	 Complecti aliquid cogitatione 	 Comprehender alguma cousa 	
usageExample:n05790.sg01.s99.u07	Ovid.	complecti effigiem in auro	 Complecti effigiem in auro 	 Abrir o retrato em ouro 	
usageExample:n05792.sg01.s99.u01	Ovid.	complere sua tempora	 Complere sua tempora 	 Morrer . 	
usageExample:n05792.sg01.s99.u02	Ovid.	complere sua fata	 Complere sua fata 	 Morrer 	
usageExample:n05796.sg01.s99.u01	Cic.	complexio uerborum	 Complexio verborum 	 Periodo 	
usageExample:n05817.sg01.s99.u01	Hor.	componere amicos auersos	 Componere amicos aversos 	 Reconciliar amigos desunidos 	
usageExample:n05817.sg01.s99.u02	Hor.	componere aliquem	 Componere aliquem 	 Enterrar alguem . 	
usageExample:n05817.sg01.s99.u03	Ovid.	componere tumulo	 Componere tumulo 	 Enterrar alguem 	
usageExample:n05817.sg01.s99.u04	Tibul.	componere risum ore mendaci	 Componere risum ore mendaci 	 Fingir hum semblante rizonho 	
usageExample:n05821.sg01.s99.u01	Liv.	compos sui	 Compos sui 	 O que he senhor de si , o que está em seu perfeito juizo . 	
usageExample:n05821.sg01.s99.u02	Liv.	compos mentis	 Compos mentis 	 O que he senhor de si , o que está em seu perfeito juizo . 	
usageExample:n05821.sg01.s99.u03	Ter.	compos animi	 Compos animi 	 O que he senhor de si , o que está em seu perfeito juizo . 	
usageExample:n05821.sg01.s99.u04	Sall.	compos animo	 Compos animo 	 O que he senhor de si , o que está em seu perfeito juizo 	
usageExample:n05821.sg01.s99.u05	Cic.	compos scientiae	 Compos scientiae 	 Sabio 	
usageExample:n05821.sg01.s99.u06	Cic.	compos uoti	 Compos voti 	 O que conseguio o que desejava 	
usageExample:n05827.sg01.s99.u01	Hor.	hora composita	 Hora composita 	 Hora perfixa , ajustada 	
usageExample:n05827.sg01.s99.u02	Tac.	de composito	 De composito 	 De proposito , de caso pensado . 	
usageExample:n05827.sg01.s99.u03	Tac.	ex composito	 ex composito 	 De proposito , de caso pensado 	
usageExample:n05839.sg01.s99.u01	Cic.	comprehendere aliquem officiis	 Comprehendere aliquem officiis 	 Ganhar a graça de alguem com obsequios 	
usageExample:n05842.sg01.s99.u01	Cic.	comprehensio uerborum	 Comprehensio verborum 	 Periodo 	
usageExample:n05848.sg01.s99.u01	Cic.	comprimere alicui conatus	 Comprimere alicui conatus 	 Fazer a alguem os esforços frustrados 	
usageExample:n05848.sg01.s99.u02		comprimere annonam	 Comprimere annonam 	 Motivar carestia , fechando o trigo nos celleiros . 	
usageExample:n05848.sg01.s99.u03	Cic.	comprimere frumentum	 Comprimere frumentum 	 Motivar carestia , fechando o trigo nos celleiros 	
usageExample:n05864.sg01.s99.u01	Lucr.	compungere oculos	 Compungere oculos 	 Offender os olhos , ou a vista 	
usageExample:n05889.sg01.s99.u01	Plin.	uuae pensili concameratae nodo	 Uvae pensili concameratae nodo 	 Uvas penduradas em hum lugar de abobada 	
usageExample:n05893.sg01.s99.u01	Tac.	concedere uita	 Concedere vita 	 Morrer . 	
usageExample:n05893.sg01.s99.u02	Plin.	concedere fato	 Concedere fato 	 Morrer . 	
usageExample:n05893.sg01.s99.u03	Virg.	concedere superis oris	 Concedere superis oris 	 Morrer . 	
usageExample:n05893.sg01.s99.u04	Sall.	concedere naturae	 Concedere naturae 	 Morrer 	
usageExample:n05893.sg01.s99.u05	Virg.	concedere urbem in iras alicuius	 Concedere urbem in iras alicujus 	 Abandonar huma Cidade á colera de alguem 	
usageExample:n05893.sg01.s99.u06	Sil. Ital.	concedere folio	 Concedere folio 	 Levantar - se do throno para fazer honra a alguem 	
usageExample:n05893.sg01.s99.u07	Ter.	concede hinc intro	 Concede hinc intro 	 Entra 	
usageExample:n05903.sg01.s99.u01	Sen.	conceptus aquarum inertium	 Conceptus aquarum inertium 	 Tanques , ou cisternas d ' agoa 	
usageExample:n05920.sg01.s99.u01	Varr.	concha caerula	 Concha caerula 	 Ceo 	
usageExample:n05927.sg01.s99.u01	Cic.	concidere auctoritatem senatus	 Concidere auctoritatem Senatus 	 Abater a autoridade do Senado 	
usageExample:n05928.sg01.s99.u01	Caes.	concidere animis	 Concidere animis 	 Desmaiar , perder o animo . 	
usageExample:n05928.sg01.s99.u02	Caes.	concidere animo	 Concidere animo 	 Desmaiar , perder o animo . 	
usageExample:n05928.sg01.s99.u03	Cic.	concidere mente	 Concidere mente 	 Desmaiar , perder o animo 	
usageExample:n05928.sg01.s99.u04	Cic.	concidunt artes	 Concidunt artes 	 As artes vão em decadencia 	
usageExample:n05928.sg01.s99.u05	Hor.	concidunt uenti	 Concidunt venti 	 Acalmão os ventos 	
usageExample:n05941.sg01.s99.u01	Ulp.	concinnator causarum	 Concinnator causarum 	 O que dilata as causas com pretextos falsos 	
usageExample:n05941.sg01.s99.u02	Col.	concinnator capillorum	 Concinnator capillorum 	 Cabelleireiro , o que penteia 	
usageExample:n05946.sg01.s99.u01	Plin.	concinnare uinum	 Concinnare vinum 	 Lançar confeição no vinho 	
usageExample:n05946.sg01.s99.u02	Plaut.	concinnare lutum	 Concinnare lutum 	 Amaçar o lodo para obras 	
usageExample:n05946.sg01.s99.u03	Plin.	concinnare pelles	 Concinnare pelles 	 Cortir pelles 	
usageExample:n05946.sg01.s99.u04	Plaut.	concinnare aliquem insanum suis uerbis	 Concinnare aliquem insanum suis verbis 	 Fazer voltar o juizo a alguem com as suas palavras 	
usageExample:n05947.sg01.s99.u01	Hor.	concinnus amicis	 Concinnus amicis 	 Homem agradavel para os seus amigos 	
usageExample:n05947.sg01.s99.u02	Nep.	concinnus in breuitate respondendi	 Concinnus in brevitate respondendi 	 Agudo em respostas breves 	
