lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n0169.sg01.s02.u01	Apud Virg.	aspice bis senos uolitantes aequore cycnos	 Aspice bis senos volitantes aequore cycnos 		
usageExample:n0170.sg01.s02.u01		aequum misero homini se praebere	 Aequum misero homini se praebere 	 mostrar - se favoravel para com o miseravel 	
usageExample:n0170.sg01.s99.u01		ex aequo	 Ex aequo 		i, aequaliter.
usageExample:n0170.sg01.s99.u02		aequum, & bonum impetrare	 Aequum , & bonum impetrare 		i, suum obtinere, rem suam, &, quod aequum erat, recipere.
usageExample:n0171.sg01.s99.u01		in aere piscare, & in mari uenari, prouerbialiter	 In aere piscare , & in mari venari , proverbialiter 	 trabalhar de balde 	i, frustra moliri
usageExample:n0172.sg01.s02.u01		aere ciere uiros	 Aere ciere viros 		Unde Aeneatores tubicines dicuntur.
usageExample:n0172.sg01.s99.u01		aes alienum	 Aes alienum 		idem est, quod debitum
usageExample:n0172.sg01.s99.u02		aere alieno demersus	 Aere alieno demersus 	 individado até os olhos 	
usageExample:n0172.sg01.s99.u03		in aere alieno nullo esse	 In aere alieno nullo esse 		i, nihil debere.
usageExample:n0172.sg01.s99.u04	eleganter dicimus	eum in aere nostro esse	 eum in aere nostro esse 		quem inter nostros amicos esse, nobisque officiis obstrictum significamus.
usageExample:n0172.sg01.s99.u05		aere diruti milites	 Aere diruti milites 	 soldados , aos quaes por ignominia se tira o soldo 	
usageExample:n0174.sg01.s99.u01		haec pecuniâ aestimari non queunt	 Haec pecuniâ aestimari non queunt 	 estas cousas naõ tem preço 	
usageExample:n0178.sg01.s99.u01		aethiopem albas, uel dealbas	 Aethiopem albas , vel dealbas 		proverbium, cum res parùm honesta verborum fucis adornatur; aut laudatur illaudatus, aut docetur indocilis.
usageExample:n0179.sg01.s99.u01		tibi diuitiarum affatim est	 Tibi divitiarum affatim est 	 tendes muitas riquezas 	
usageExample:n0180.sg01.s99.u01		affectio astrorum	 affectio astrorum 	 disposicaõ , ou qualidade das estrellas 	
usageExample:n0180.sg01.s99.u02		affectio caeli	 Affectio Caeli 	 temperamento do Ceo , ou clima 	
usageExample:n0181.sg01.s99.u01		afferre alicui manus	 Afferre alicui manus 	 fazer força a alguem 	
usageExample:n0181.sg01.s99.u02		sibi manus afferre	 Sibi manus afferre 	 matar - se 	
usageExample:n0182.sg01.s99.u01		afficere aliquem beneficiis, uel muneribus	 Afficere aliquem beneficiis , vel muneribus 	 fazer beneficios , ou mercês 	
usageExample:n0182.sg01.s99.u02		afficere aliquem molestiâ	 Afficere aliquem Molestiâ 	 Dar molestia 	
usageExample:n0182.sg01.s99.u03		afficere aliquem laetitiâ	 Afficere aliquem Laetitiâ 	 alegrar 	
usageExample:n0182.sg01.s99.u04		non eo nomine hoc erat afficiendum	 Non eo nomine hoc erat afficiendum 	 naõ se havia de dar a isto aquelle nome 	
usageExample:n0183.sg01.s01.u01		dulcedinem animis affigere	 Dulcedinem animis affigere 	 imprimir , ou arreigar suavidade nos animos 	
usageExample:n0183.sg01.s01.u02		in crucem (uel cruci) bis pedes, bis brachia alicuius affigere	 In crucem ( vel cruci ) bis pedes , bis brachia alicujus affigere 	 crucificar com quatro cravos 	
usageExample:n0184.sg01.s01.u01		uana auditis affingere	 Vana auditis affingere 	 accrescentar as novas com mentiras 	Propriè est figulorum, cùm vasis ansas, vel aliam particulam addunt.
usageExample:n0186.sg01.s01.u01		complures huius sceleris affines fuerunt, uel huic sceleri	 Complures hujus sceleris affines fuerunt , vel huic sceleri 		
usageExample:n0187.sg01.s99.u01		saxa capiti affligere	 Saxa capiti affligere 	 arremeçar pedras , etc 	
usageExample:n0188.sg01.s01.u01		laetos oculis afflârat honores	 Laetos oculis afflârat honores 	 dera - lhe , come babejando , graças , e formosura aos olhos 	
usageExample:n0188.sg01.s02.u01		felices, quibus afflat spiritus diuinus	 Felices , quibus afflat Spiritus Divinus 		
usageExample:n0188.sg01.s03.u01		poetae diuino quodam spiritu afflantur	 Poetae Divino quodam Spiritu afflantur 		
usageExample:n0189.sg01.s01.u01		affluere diuitiis, deliciis, studiis, lepore, & c	 Affluere divitiis , deliciis , studiis , lepore , & c 		
usageExample:n0189.sg01.s02.u01		tagus ulyssipponis moenibus affluit	 Tagus Ulyssipponis moenibus affluit 	 o Tejo corre junto dos muros de Lisboa 	
usageExample:n0190.sg01.s01.u01		affricare se herbis, aut lapidi	 Affricare se herbis , aut lapidi 		
usageExample:n0191.sg01.s99.u01		lux, & spes nobis affulsit	 Lux , & spes nobis affulsit 	 mostrou - se - nos melhor esperança 	
usageExample:n0191.sg01.s99.u02		huic domui rarò sol afflulget	 Huic domui rarò Sol afflulget 	 dà poucas vezes o Sol nesta casa 	
usageExample:n0192.sg01.s01.u01		non recuso, quidquid lacrymarum fortunae meae superfluit, tuae affundere	 Non recuso , quidquid lacrymarum fortunae meae superfluit , tuae affundere 		
usageExample:n0192.sg01.s01.u02		mare affusum est urbi	 Mare affusum est urbi 	 alagou a Cidade 	
usageExample:n0193.sg01.s99.u01		agamemnonis hostia	 Agamemnonis hostia 	 se diz dos teimosos , e que fazem alguma cousa de má vontade 	
usageExample:n0198.sg01.s02.u01		leni fluit agmine thybris	 Leni fluit agmine Thybris 		
usageExample:n0199.sg01.s01.u01		fungi arboribus agnascuntur	 Fungi arboribus agnascuntur 	 os cogumelos nascem , etc 	
usageExample:n0199.sg10.s99.u01		ad agnatos, & gentiles deducendus	 Ad agnatos , & gentiles deducendus 		dicimus de furete, & mente capto
usageExample:n0200.sg01.s99.u01		hoc agnosco ex me	 Hoc agnosco ex me 	 isto sei de mim , isto alcanço de minhas cousas 	
usageExample:n0201.sg01.s99.u01		agere gratias alicui	 Agere gratias alicui 	 dar graças 	
usageExample:n0201.sg01.s99.u02		ago tecum iniuriarum, furti, dementiae	 Ago tecum injuriarum , furti , dementiae 	 accuso - te , etc 	
usageExample:n0201.sg01.s99.u03		agite spectatores	 Agite spectatores 	 estai attentos , ouvi 	
usageExample:n0201.sg01.s99.u04		agere consulem, senatorem, bonum ciuem	 Agere consulem , senatorem , bonum civem 		i, fungi officio consulis, senatoris, & boni civis.
usageExample:n0201.sg01.s99.u05		agere diem festum	 Agere diem festum 		i, celebrare
usageExample:n0201.sg01.s99.u06		agere principatum	 Agere principatum 		i, tenere
usageExample:n0201.sg01.s99.u07		agere reum	 Agere reum 		i, accusare
usageExample:n0201.sg01.s99.u08		agere uitam	 Agere vitam 		i, vivere
usageExample:n0201.sg01.s99.u09		agere animam	 Agere animam 	 agonizar 	i, morti proximum esse
usageExample:n0201.sg01.s99.u10		stultum agere	 Stultum agere 		i, fingere, vel repraesentare se stultum.
usageExample:n0201.sg01.s99.u11		rem suam agere	 Rem suam agere 		i, commodo suo consulere.
usageExample:n0201.sg01.s99.u12		cuniculos agere	 Cuniculos agere 	 minar 	
usageExample:n0201.sg01.s99.u13		radices agere	 Radices agere 	 arreigar - se 	
usageExample:n0201.sg01.s99.u14		nugas agere	 Nugas agere 	 zombar , ou facetear 	
usageExample:n0201.sg01.s99.u15		cupiditas homines in omnia facinora praecipites agit	 Cupiditas homines in omnia facinora praecipites agit 		inducit, seu impellit.
usageExample:n0201.sg01.s99.u16		actum agere	 Actum agere 		i, nihil agere
usageExample:n0201.sg01.s99.u17		aliud, uel alias res agere	 aliud , vel alias res agere 		i, non esse intentum iis, quae aguntur.
usageExample:n0201.sg01.s99.u18		nihil ago tecum	 Nihil ago tecum 	 nada tenho comvosco 	
usageExample:n0201.sg01.s99.u19		cum aliquo agere	 Cum aliquo agere 		etiam dicimus, cùm quidpiam ab eo impetrare, vel persuadere conamur.
usageExample:n0201.sg01.s99.u20		pacificè egit mecum	 Pacificè egit mecum 		i, tractavit.
usageExample:n0201.sg01.s99.u21		res nostra, uel de re nostrâ agitur; salus nostra, uel bona aguntur	 Res nostra , vel de re nostrâ agitur ; Salus nostra , vel bona aguntur 		i, in discrimen adducuntur.
usageExample:n0201.sg01.s99.u22		benè praeclarè nobiscum agi	 Benè praeclarè nobiscum agi 		dicimus cùm res nobis succedunt feliciter.
usageExample:n0201.sg01.s99.u23		hic annus agitur tertius	 Hic annus agitur tertius 	 vaó correndo os tres annos 	i, in cursu est
usageExample:n0201.sg01.s99.u24		decimum agere annum	 Decimum agere annum 	 ir nos dez annos 	
usageExample:n0201.sg01.s99.u25		actum est, uel res acta est	 Actum est , vel res acta est 	 acabou - se , naõ tem ja remedio 	
usageExample:n0207.sg01.s99.u01		quasi ego id curem, quod ille ait, aut neget	 Quasi ego id curem , quod ille ait , aut neget 		
usageExample:n0207.sg01.s99.u02		gubernator scipioni ait, & c	 Gubernator Scipioni ait , & c 		
usageExample:n0210.sg10.s02.u01		alcedonia sunt circa forum	 Alcedonia sunt circa forum 		
usageExample:n0214.sg01.s99.u01		secundâ alite, uel secundis alitibus	 Secundâ alite , vel secundis alitibus 		i, felici auspicio.
usageExample:n0215.sg01.s99.u01		plumbum ales	 Plumbum ales 	 a bala 	apud Sil. Pro glande plumbea
usageExample:n0223.sg01.s01.u01		alienâsti à te amicos omnes	 Alienâsti à te amicos omnes 		
usageExample:n0224.sg01.s01.u01		alieno in aliquem esse animo	 Alieno in aliquem esse animo 		i, ex amico inimicus factus.
usageExample:n0224.sg01.s01.u02		homo litteris alienus	 Homo litteris alienus 		i, abhorrens.
usageExample:n0224.sg01.s01.u03		dicacitas scurrilis huic personae alienissima est	 Dicacitas scurrilis huic personae alienissima est 		
usageExample:n0224.sg01.s99.u01		in febri aliena loqui	 In febri aliena loqui 	 dizer desvarios 	
usageExample:n0228.sg01.s99.u01		fac ut me uelis esse aliquem	 Fac ut me velis esse aliquem 	 deixai - me tambem lustrar 	i, non prorsús obscurum, & abjectum
usageExample:n0233.sg01.s01.u01		non sum alius ab eo, qui fueram	 Non sum alius ab eo , qui fueram 		
usageExample:n0233.sg01.s01.u02		alius lysippo	 Alius Lysippo 		i, à Lysippo, uel nisi Lysippus.
usageExample:n0234.sg01.s01.u01		dies alliensis	 Dies Alliensis 		i, infaustus.
usageExample:n0236.sg01.s01.u01		uitem palis, uel ad palos alligare	 Vitem palis , vel ad palos alligare 	 empar 	
usageExample:n0236.sg01.s01.u02		alligare se furti, uel scelere	 Alligare se furti , vel scelere 	 cometer furto , ou maldade 	
usageExample:n0237.sg01.s01.u01		ulcera oleo, uel balsamo allinere	 Ulcera oleo , vel balsamo allinere 		
usageExample:n0237.sg01.s01.u02		allinere sua uitia alteri	 Allinere sua vitia alteri 	 enlodar , ou contaminar a outro com seus vicios 	
usageExample:n0237.sg01.s01.u03		allinere atrum signum uersibus incomptis	 Allinere atrum signum versibus incomptis 	 apagar com a tinta os versos mal feitos , e rudes 	
usageExample:n0239.sg01.s01.u01		nobis alluxit dies	 Nobis alluxit dies 	 amanheceo - nos 	
usageExample:n0240.sg01.s01.u01		tibi alludit huius uitae prosperitas	 Tibi alludit hujus vitae prosperitas 	 tudo vos succede a pedir de bocca 	
usageExample:n0240.sg01.s99.u01		philosophiae alludere	 Philosophiae alludere 		i, quasi per lusum Philosophiam tractare.
usageExample:n0244.sg01.s99.u01		plus aloes, quàm mellis habet	 Plus aloes , quàm mellis habet 		i, plus molestiae, quàm voluptatis.
usageExample:n0247.sg01.s01.u01		tu nunc eris alter ab illo	 Tu nunc eris alter ab illo 		
usageExample:n0247.sg01.s99.u01		alterum tantùm	 Alterum tantùm 	 outro tanto 	apud Cic. & Plaut.
usageExample:n0247.sg01.s99.u02		alter ego	 Alter ego 		eleganter pro homine mihi charissimo.
usageExample:n0251.sg01.s01.u01		terra frugum omnium alumna	 Terra frugum omnium alumna 		
usageExample:n0251.sg10.s01.u01		philosophiae alumnus	 Philosophiae alumnus 		
usageExample:n0253.sg10.s01.u01		amburo	 Amburo 		
usageExample:n0253.sg10.s01.u02		ancisus, anhelo, anfractus, anquiro	 Ancisus , anhelo , anfractus , anquiro 		
usageExample:n0263.sg01.s99.u01		ambitus uerborum	 Ambitus verborum 	 rodeyo de palavras 	
usageExample:n0270.sg01.s01.u01		usque ad aras amicus	 Usque ad aras amicus 		est adagium, quo admonemur, ne propter amicum Deu offendamus.
usageExample:n0273.sg01.s03.u01		amat fieri	 Amat fieri 	 costuma - se fazer 	
usageExample:n0273.sg02.s02.u01		cura, amabo te, ciceronem nostum	 Cura , amabo te , Ciceronem nostum 		
usageExample:n0274.sg01.s01.u01		gallia lucis immanibus amoena	 Gallia lucis immanibus amoena 	 com grandes bosques deleitosa 	
usageExample:n0276.sg01.s99.u01		amor meus	 Amor meus 	 o amor , que eu tenho a outro 	
usageExample:n0276.sg01.s99.u02		amor mei	 Amor mei 	 o amor , que outro me tem 	
usageExample:n0282.sg01.s01.u01		ampliús duo millia terga uertebant, uel ampliùs duobus millibus	 Ampliús duo millia terga vertebant , vel ampliùs duobus millibus 	 vel ampliùs duorum millium 	
usageExample:n0283.sg01.s99.u01		in albo lapide amussis alba	 In albo lapide amussis alba 		dicitur de stupidis, qui nullum rerum delectum tenent.
usageExample:n0283.sg01.s99.u02		similiter amussi albâ	 Similiter amussi albâ 		i, fine delectu circa discrimen, seu differentiam.
usageExample:n0291.sg01.s01.u01		turpi lucro ancillari indecorum est	 Turpi lucro ancillari indecorum est 		
usageExample:n0297.sg01.s99.u01		animam debet	 Animam debet 	 se diz do que deve tanto , que se deve a si mesmo 	
usageExample:n0298.sg01.s99.u01		dare fraenos indomito animali	 Dare fraenos indomito animali 		apud Liv. id est, mulieri.
usageExample:n0306.sg01.s01.u01		tribus antè quatuor mensibus ortus erat	 Tribus antè quatuor mensibus ortus erat 		
usageExample:n0312.sg01.s01.u01		oportet priuatae utilitati publicam anteferre	 Oportet privatae utilitati publicam anteferre 		
usageExample:n0313.sg01.s01.u01		homini robusto sapientem antehabeo	 Homini robusto sapientem antehabeo 		
usageExample:n0321.sg01.s01.u01		nihil mihi fuit antiquius libertate reipub	 Nihil mihi fuit antiquius libertate Reipub 		
usageExample:n0321.sg01.s01.u02		antiquissima cura mihi fuit naualis apparatus	 Antiquissima cura mihi fuit navalis apparatus 		
usageExample:n0322.sg01.s99.u01		iuris, uel sapientiae antistes	 Juris , vel sapientiae antistes 	 o melhor , e principal dos Juristas , ou o mais sabio 	
usageExample:n0324.sg01.s99.u01		anus bacchatur	 Anus bacchatur 		in eos dicitur, qui praeter aetatem indecorè lasciviunt
usageExample:n0324.sg01.s99.u02		anus saltat	 anus saltat 		in eum, qui indecorè quidpiam facit. velut si senex ludat nucibus: vel si Theologus rhetoricis flosculis lasciviat, aut Princeps Neronis exemplo musicetur.
usageExample:n0327.sg01.s99.u01		apagesis	 Apagesis 	 tirai lá , se quereis 	
usageExample:n0328.sg01.s99.u01		rem familiarem aperire	 Rem familiarem aperire 		apud Cic. id est, de ea communicare aliis.
usageExample:n0328.sg01.s99.u03		ludum aperire	 Ludum aperire 		i, instituere.
usageExample:n0328.sg01.s99.u04		fenestram, uel ianuam	 Fenestram , vel januam 		i, occasionem, vel ansam praebere.
usageExample:n0329.sg01.s99.u01		neque mel, nec apes	 Neque mel , nec apes 		in eos dicitur, qui nolunt, ferre commodum cum incommodo quopiam conjunctum.
usageExample:n0330.sg01.s99.u01		apices iuris	 Apices juris 	 as cousas mais difficultosas , e sutîs do direito 	
usageExample:n0330.sg01.s99.u02		litterarum apices dicuntur accentus	 Litterarum apices dicuntur accentus 		
usageExample:n0330.sg01.s99.u03		apex auium	 Apex avium 	 a crista 	
usageExample:n0331.sg01.s99.u01		apium hortense, uel petroselinum	 Apium hortense , vel petroselinum 	 a salsa . perrexil 	
usageExample:n0331.sg01.s99.u02		ne inter apia puidem sunt	 Ne inter apia puidem sunt 		i, ne initium quidem rei attigerunt; nam olim extremus hortoru ambitus apio conserebatur, quem, qui nodum praeteriissent, velut in horti limine adhuc esse videbantur.
usageExample:n0331.sg01.s99.u03		apio opus est	 Apio opus est 		dicimus, quoties morbum capitalem, vel vitae periculum imminere innuimus; nam olim monumenta defunctorum apio coronabantur.
usageExample:n0334.sg01.s01.u01		quid tibi apollo cecinit?	 quid tibi Apollo cecinit ? 		i, respondit: conveniet, ubi à principe redeuntem percontabimur, quid responsi tulerit.
usageExample:n0335.sg01.s99.u01		praetori apparent scribae, & apparitores	 Praetori apparent scribae , & apparitores 	 os escrivães , e porteiros , ou ministros dos Magistrados 	
usageExample:n0336.sg01.s01.u01		appellare debitorem pecuniae, uel de pecunia	 Appellare debitorem pecuniae , vel de pecunia 		
usageExample:n0336.sg01.s02.u01		suo quanque rem nomine appellare	 Suo quanque rem nomine appellare 		
usageExample:n0336.sg01.s03.u01		te nunc, publ. scipio, appello	 Te nunc , Publ . Scipio , appello 		
usageExample:n0337.sg01.s01.u01		deus uestris nos appulit oris	 Deus vestris nos appulit oris 		
usageExample:n0337.sg01.s99.u01		appellere animum ad scribendum	 Appellere animum ad scribendum 	 applicar , etc 	
usageExample:n0340.sg01.s01.u01		applicare naues terrae, uel ad terram	 Applicare naves terrae , vel ad terram 		
usageExample:n0340.sg01.s02.u01		applicare se studio, uel ad studium	 Applicare se studio , vel ad studium 		
usageExample:n0341.sg01.s01.u01		ori, uel ad os manum apponere	 Ori , vel ad os manum apponere 		
usageExample:n0341.sg01.s01.u02		apponere mensam alicui	 Apponere mensam alicui 	 pôr a mesa 	
usageExample:n0341.sg01.s01.u03		notam apponere ad malum uersum	 Notam apponere ad malum versum 	 notar 	
usageExample:n0344.sg01.s99.u01		uolucres oua, & foetus apprimendo pectori fouent	 Volucres ova , & foetus apprimendo pectori fovent 		
usageExample:n0347.sg01.s01.u01		sede apud me	 Sede apud me 	 junto de mim 	
usageExample:n0347.sg01.s01.u02		res agitur apud iudicem	 res agitur apud Judicem 	 ante o juiz 	
usageExample:n0347.sg01.s01.u03		non sum apud me	 non sum apud me 	 naõ estou em mim 	
usageExample:n0347.sg01.s01.u04		de petro apud forum audiui	 De Petro apud forum audivi 	 ouvi na praça 	
usageExample:n0347.sg01.s01.u05		mos fuit apud romanos	 Mos fuit apud Romanos 	 entre os Romanos 	
usageExample:n0347.sg01.s01.u06		coenare apud aliquem	 Coenare apud aliquem 	 cear com alguem , ou em casa de alguem 	
usageExample:n0347.sg01.s01.u07		hoc apud me	 Hoc apud me 	 isto està em meu poder 	
usageExample:n0347.sg01.s01.u08		gratiâ ualere apud regem	 Gratiâ valere apud Regem 	 ter valia com o rey 	
usageExample:n0347.sg01.s01.u09		est apud illum acceptissimus	 Est apud illum acceptissimus 	 he para com elle muito aceito 	
